"biom_desc","circn","coordinates","gene","hallm","mm9_circ","prob_coding","refseqid","spliced_length","strand","HA_tr_2","X03_697_tr_2","X1R_tr_2","X3R_tr_2"
"kelch_like_family_member_20_","hsa_circ_0015278","chr1:173726114-173744981","KLHL20","_APICAL_JUNCTION","none","0.946870451966061","NM_014458","nA","-",0,0,0,0.0693244361427662
"kelch_like_family_member_20_","hsa_circ_0005794","chr1:173743443-173744981","KLHL20","_APICAL_JUNCTION","none","0.302056220093514","NM_014458","nA","-",0,0,0,0.0693244361427662
"RAB_GTPase_activating_protein_1_like_","hsa_circ_0008141","chr1:174188262-174190302","RABGAP1L","_KRAS_SIGNALING_UP","none","0.481490381593817","NM_014857","nA","+",0,0,0,0.207973308428299
"RAB_GTPase_activating_protein_1_like_","hsa_circ_0015326","chr1:174188262-174200493","RABGAP1L","_KRAS_SIGNALING_UP","none","0.876441214019068","NM_014857","nA","-",0,0,0.24366938807469,0.138648872285532
"RAB_GTPase_activating_protein_1_like_","unknown","chr1:174210620-174274265","RABGAP1L","_KRAS_SIGNALING_UP","none","nA","NM_014857","nA","-",0,0,0,0.138648872285532
"RAB_GTPase_activating_protein_1_like_","unknown","chr1:174219612-174274265","RABGAP1L","_KRAS_SIGNALING_UP","none","nA","NM_014857","nA","-",0.0762211621044236,0,0,0.207973308428299
"RAB_GTPase_activating_protein_1_like_","hsa_circ_0005089","chr1:174241551-174274265","RABGAP1L","_KRAS_SIGNALING_UP","none","0.920676924021689","NM_014857","nA","+",0,0.368158884752069,0.32489251743292,2.35703082885405
"RAB_GTPase_activating_protein_1_like_","hsa_circ_0015331","chr1:174241551-174340210","RABGAP1L","_KRAS_SIGNALING_UP","none","0.962465746561706","NM_014857","nA","-",0,0.105188252786305,0,1.31716428671256
"RAB_GTPase_activating_protein_1_like_","unknown","chr1:174244970-174274265","RABGAP1L","_KRAS_SIGNALING_UP","none","nA","NM_014857","nA","-",0,0,0,1.52513759514086
"RAB_GTPase_activating_protein_1_like_","unknown","chr1:174244970-174340210","RABGAP1L","_KRAS_SIGNALING_UP","none","nA","NM_014857","nA","-",0,0,0.16244625871646,1.55979981321224
"RAB_GTPase_activating_protein_1_like_","unknown","chr1:174274123-174274265","RABGAP1L","_KRAS_SIGNALING_UP","none","nA","NM_014857","nA","+",0,0,0,0.103986654214149
"RAB_GTPase_activating_protein_1_like_","hsa_circ_0015333","chr1:174274123-174340210","RABGAP1L","_KRAS_SIGNALING_UP","none","0.391537498905955","NM_014857","nA","-",0,0.105188252786305,0,0.831893233713194
"RAB_GTPase_activating_protein_1_like_","unknown","chr1:174274123-174363283","RABGAP1L","_KRAS_SIGNALING_UP","none","nA","NM_014857","nA","+",0,0,0,0.485271052999363
"RAB_GTPase_activating_protein_1_like_","hsa_circ_0015335","chr1:174606512-174671394","RABGAP1L","_KRAS_SIGNALING_UP","none","0.370612768703375","NM_014857","nA","+",0,0,0,0.346622180713831
"RAB_GTPase_activating_protein_1_like_","unknown","chr1:174668662-174671394","RABGAP1L","_KRAS_SIGNALING_UP","none","nA","NM_014857","nA","-",0,0,0,0.0693244361427662
"G_protein_subunit_beta_1_","hsa_circ_0000008","chr1:1747194-1756938","GNB1","_HEME_METABOLISM","none","0.6993938965218","NM_001282538","nA","-",0.0762211621044236,0,0.893454422940531,0.45060883492798
"G_protein_subunit_beta_1_","hsa_circ_0008702","chr1:1747194-1770677","GNB1","none","none","0.698828729854107","NM_001282538","nA","+",0,0.157782379179458,1.54323945780637,0.519933271070746
"G_protein_subunit_beta_1_","hsa_circ_0009362","chr1:1756835-1770677","GNB1","_HEME_METABOLISM","none","0.661506665398922","NM_001282538","nA","+",0,0,0.48733877614938,0.173311090356915
"COP1__E3_ubiquitin_ligase_","hsa_circ_0004722","chr1:175956078-175958615","COP1","_KRAS_SIGNALING_UP","none","0.372126248924166","NM_001001740","nA","-",0,0,0.24366938807469,0.103986654214149
"COP1__E3_ubiquitin_ligase_","hsa_circ_0003572","chr1:176050287-176105683","COP1","_KRAS_SIGNALING_UP","none","0.469785789430572","NM_001001740","nA","+",0,0,0.32489251743292,0.207973308428299
"COP1__E3_ubiquitin_ligase_","hsa_circ_0015373","chr1:176085759-176105683","COP1","_KRAS_SIGNALING_UP","none","0.0534313058962189","NM_001001740","nA","-",0,0,0.56856190550761,0.103986654214149
"COP1__E3_ubiquitin_ligase_","hsa_circ_0005872","chr1:176104145-176118210","COP1","_KRAS_SIGNALING_UP","none","0.244948698993095","NM_001001740","nA","-",0,0,0.32489251743292,0
"COP1__E3_ubiquitin_ligase_","hsa_circ_0015377","chr1:176132004-176133027","COP1","_KRAS_SIGNALING_UP","none","0.00522196490743255","NM_001001740","nA","+",0,0,0.16244625871646,0.0693244361427662
"COP1__E3_ubiquitin_ligase_","hsa_circ_0009064","chr1:176132004-176153828","COP1","_KRAS_SIGNALING_UP","none","0.570865690383544","NM_001001740","nA","+",0,0,0.32489251743292,0.207973308428299
"FAM20B__glycosaminoglycan_xylosylkinase_","hsa_circ_0005977","chr1:179012849-179023773","FAM20B","_KRAS_SIGNALING_UP","none","0.983930562351331","NM_014864","nA","+",0,0,0.731008164224071,0.103986654214149
"FAM20B__glycosaminoglycan_xylosylkinase_","unknown","chr1:179033061-179035994","FAM20B","_KRAS_SIGNALING_UP","none","nA","NM_014864","nA","-",0,0,0.16244625871646,0
"Rho_guanine_nucleotide_exchange_factor_10_like_","hsa_circ_0005562","chr1:17907047-17914974","ARHGEF10L","_UV_RESPONSE_DN","none","0.857699673580265","NM_018125","nA","-",0,0,0,0.381284398785214
"ABL_proto-oncogene_2__non-receptor_tyrosine_kinase_","hsa_circ_0015430","chr1:179089324-179091002","ABL2","_KRAS_SIGNALING_UP","none","0.405440455137316","NM_001136000","nA","+",0,0,0.32489251743292,0
"ABL_proto-oncogene_2__non-receptor_tyrosine_kinase_","hsa_circ_0004996","chr1:179100445-179102509","ABL2","_KRAS_SIGNALING_UP","none","0.00728875648624992","NM_001136000","nA","-",0.0762211621044236,0,0.812231293582301,0.277297744571065
"sterol_O-acyltransferase_1_","hsa_circ_0005271","chr1:179271811-179307031","SOAT1","_KRAS_SIGNALING_UP","none","0.652919842573563","NM_001252511","nA","-",0,0,0.16244625871646,0
"sterol_O-acyltransferase_1_","hsa_circ_0015438","chr1:179306971-179310445","SOAT1","_KRAS_SIGNALING_UP","none","0.236433415260167","NM_001252511","nA","-",0,0,0.16244625871646,0.103986654214149
"centrosomal_protein_350_","unknown","chr1:179965687-179966310","CEP350","_G2M_CHECKPOINT","none","nA","NM_014810","nA","-",0,0,0,0.138648872285532
"centrosomal_protein_350_","hsa_circ_0003942","chr1:179972308-179975702","CEP350","_KRAS_SIGNALING_UP","none","0.115866296183061","NM_014810","nA","-",0,0,0.974677552298761,0.55459548914213
"centrosomal_protein_350_","hsa_circ_0006924","chr1:180010272-180017840","CEP350","_KRAS_SIGNALING_UP","none","0.76739245413514","NM_014810","nA","-",0,0,0.24366938807469,0.0693244361427662
"centrosomal_protein_350_","hsa_circ_0015489","chr1:180031354-180034407","CEP350","_G2M_CHECKPOINT","none","0.00487646571453147","NM_014810","nA","-",0,0,0,0.103986654214149
"centrosomal_protein_350_","hsa_circ_0015490","chr1:180044156-180049796","CEP350","_G2M_CHECKPOINT","none","0.874680429497139","NM_014810","nA","-",0,0,0,0.0693244361427662
"acyl-CoA_binding_domain_containing_6_","hsa_circ_0009175","chr1:180366650-180382606","ACBD6","_KRAS_SIGNALING_UP","none","0.11675767866159","NM_032360","nA","-",0,0,0.32489251743292,0.138648872285532
"acyl-CoA_binding_domain_containing_6_","hsa_circ_0000164","chr1:180366650-180399397","ACBD6","_KRAS_SIGNALING_UP","none","0.00561000434159932","NM_032360","nA","-",0.0762211621044236,0,0.16244625871646,0.173311090356915
"xenotropic_and_polytropic_retrovirus_receptor_1_","hsa_circ_0005909","chr1:180793888-180794480","XPR1","_G2M_CHECKPOINT","none","0.00157315549946514","NM_001135669","nA","-",0,0,0,0.103986654214149
"syntaxin_6_","hsa_circ_0007905","chr1:180953812-180962561","STX6","_KRAS_SIGNALING_UP","none","0.951938142275487","NM_005819","nA","+",0.266774067365483,0.157782379179458,6.09173470186725,1.69844868549777
"syntaxin_6_","hsa_circ_0006796","chr1:180953812-180974599","STX6","_KRAS_SIGNALING_UP","none","0.951268971203013","NM_005819","nA","-",0.0762211621044236,0,1.38079319908991,0.623919925284896
"laminin_subunit_gamma_1_","hsa_circ_0004573","chr1:183083665-183084772","LAMC1","_EPITHELIAL_MESENCHYMAL_TRANSITION","none","0.325207275559091","NM_002293","nA","-",0,0,0.24366938807469,0
"laminin_subunit_gamma_1_","unknown","chr1:183102540-183104291","LAMC1","_EPITHELIAL_MESENCHYMAL_TRANSITION","none","nA","NM_002293","nA","-",0,0,0,0.138648872285532
"SMG7__nonsense_mediated_mRNA_decay_factor_","unknown","chr1:183470265-183471526","SMG7","_EPITHELIAL_MESENCHYMAL_TRANSITION","none","nA","NM_001174061","nA","-",0,0,0.16244625871646,0.138648872285532
"ral_guanine_nucleotide_dissociation_stimulator_like_1_","unknown","chr1:183849749-183881402","RGL1","_EPITHELIAL_MESENCHYMAL_TRANSITION","none","nA","NM_015149","nA","-",0,0,0.16244625871646,0
"ER_degradation_enhancing_alpha-mannosidase_like_protein_3_","hsa_circ_0006507","chr1:184675776-184681011","EDEM3","_EPITHELIAL_MESENCHYMAL_TRANSITION","none","0.829510694251398","NM_025191","nA","-",0.0762211621044236,0,0.40611564679115,0.0693244361427662
"ER_degradation_enhancing_alpha-mannosidase_like_protein_3_","unknown","chr1:184701970-184718726","EDEM3","_EPITHELIAL_MESENCHYMAL_TRANSITION","none","nA","NM_025191","nA","+",0,0,0.16244625871646,0.0693244361427662
"SWT1__RNA_endoribonuclease_homolog_","hsa_circ_0004689","chr1:185183638-185200840","SWT1","_EPITHELIAL_MESENCHYMAL_TRANSITION","none","0.00284347369341484","NM_001105518","nA","+",0,0,0.24366938807469,0.138648872285532
"translocated_promoter_region__nuclear_basket_protein_","unknown","chr1:186287578-186287960","TPR","_EPITHELIAL_MESENCHYMAL_TRANSITION","none","nA","NM_003292","nA","+",0,0,0.24366938807469,0.103986654214149
"microRNA_548f-1_","hsa_circ_0007538","chr1:186359842-186360923","MIR548F1","_EPITHELIAL_MESENCHYMAL_TRANSITION","none","0.0608607830478528","NR_031642","nA","-",0,0,0.16244625871646,0.103986654214149
"cell_division_cycle_73_","unknown","chr1:193107214-193111196","CDC73","_REACTIVE_OXIGEN_SPECIES_PATHWAY","none","nA","NM_024529","nA","+",0,0,0.40611564679115,0.103986654214149
"cell_division_cycle_73_","hsa_circ_0003820","chr1:193202122-193205486","CDC73","_MTORC1_SIGNALING","none","0.0853220661892645","NM_024529","nA","-",0,0,0,0.0693244361427662
"ubiquitin_protein_ligase_E3_component_n-recognin_4_","hsa_circ_0003777","chr1:19510304-19511780","UBR4","_UV_RESPONSE_DN","none","0.469530235231199","NM_020765","nA","+",0,0,0,0.0693244361427662
"DENN_domain_containing_1B_","hsa_circ_0015779","chr1:197552281-197586889","DENND1B","_REACTIVE_OXIGEN_SPECIES_PATHWAY","none","0.556069481413341","NM_001195215","nA","-",0,0,0.24366938807469,0
"DENN_domain_containing_1B_","hsa_circ_0006324","chr1:197611840-197627499","DENND1B","_REACTIVE_OXIGEN_SPECIES_PATHWAY","none","0.363898108652927","NM_001195215","nA","+",0,0,0.32489251743292,0
"DENN_domain_containing_1B_","hsa_circ_0006709","chr1:197611840-197684204","DENND1B","_REACTIVE_OXIGEN_SPECIES_PATHWAY","none","0.361186352501838","NM_001195215","nA","+",0,0,0.893454422940531,0
"DENN_domain_containing_1B_","hsa_circ_0015800","chr1:197641166-197684204","DENND1B","_REACTIVE_OXIGEN_SPECIES_PATHWAY","none","3.78166973408943e-06","NM_001195215","nA","+",0,0,0.16244625871646,0
"NIMA_related_kinase_7_","hsa_circ_0002528","chr1:198201682-198233365","NEK7","_UV_RESPONSE_DN","none","0.636632562376404","NM_133494","nA","+",0.0762211621044236,0,0.32489251743292,0.173311090356915
"NIMA_related_kinase_7_","hsa_circ_0006267","chr1:198247090-198266370","NEK7","_UV_RESPONSE_DN","none","0.171743120375691","NM_133494","nA","-",0,0,0,0.103986654214149
"calmodulin_regulated_spectrin_associated_protein_family_member_2_","hsa_circ_0015837","chr1:200729966-200730226","CAMSAP2","_UV_RESPONSE_DN","none","0.157620436135179","NM_203459","nA","-",0,0,0.32489251743292,0.103986654214149
"calmodulin_regulated_spectrin_associated_protein_family_member_2_","hsa_circ_0015839","chr1:200729966-200784772","CAMSAP2","_E2F_TARGETS","none","0.311526458509802","NM_203459","nA","-",0.0762211621044236,0,0,0
"neuron_navigator_1_","hsa_circ_0015909","chr1:201779073-201786413","NAV1","_UV_RESPONSE_DN","none","0.999984359833104","NM_020443","nA","-",0,0,0,0.0693244361427662
"neuron_navigator_1_","hsa_circ_0008264","chr1:201786215-201786413","NAV1","_UV_RESPONSE_DN","none","0.0728127106962141","NM_020443","nA","-",0,0,0.812231293582301,0
"importin_9_","hsa_circ_0003115","chr1:201816406-201817722","IPO9","_UV_RESPONSE_DN","none","0.00443664777938454","NM_018085","nA","-",0,0,0.40611564679115,0
"importin_9_","unknown","chr1:201821231-201828122","IPO9","_UV_RESPONSE_DN","none","nA","NM_018085","nA","-",0.0762211621044236,0,0.56856190550761,0.242635526499682
"importin_9_","unknown","chr1:201826223-201828122","IPO9","_UV_RESPONSE_DN","none","nA","NM_018085","nA","-",0,0,0.40611564679115,0.103986654214149
"arginyl_aminopeptidase_","hsa_circ_0005356","chr1:201970503-201972589","RNPEP","_UV_RESPONSE_DN","none","0.821697394866973","NM_020216","nA","-",0,0,0.32489251743292,0.173311090356915
"lysine_demethylase_5B_","hsa_circ_0004981","chr1:202724398-202733273","KDM5B","_MTORC1_SIGNALING","none","0.995007450599082","NM_006618","nA","+",0,0.105188252786305,0,0.103986654214149
"lysine_demethylase_5B_","hsa_circ_0016049","chr1:202742245-202743863","KDM5B","_UV_RESPONSE_DN","none","0.0350425884300255","NM_006618","nA","+",0,0,0,0.138648872285532
"lysine_demethylase_5B_","hsa_circ_0003126","chr1:202742245-202746222","KDM5B","_UV_RESPONSE_DN","none","0.0348982560159156","NM_006618","nA","+",0,0,0.64978503486584,0.103986654214149
"ATPase_plasma_membrane_Ca2+_transporting_4_","hsa_circ_0002815","chr1:203672779-203691817","ATP2B4","_ESTROGEN_RESPONSE_LATE","none","0.999999998936404","NM_001001396","nA","-",0,0,0,0.0693244361427662
"ATPase_plasma_membrane_Ca2+_transporting_4_","hsa_circ_0007167","chr1:203676136-203677232","ATP2B4","_ESTROGEN_RESPONSE_LATE","none","0.975154531382601","NM_001001396","nA","-",0,0,0.32489251743292,0.103986654214149
"ATPase_plasma_membrane_Ca2+_transporting_4_","hsa_circ_0016094","chr1:203680004-203691817","ATP2B4","_ESTROGEN_RESPONSE_LATE","none","0.999994862206036","NM_001001396","nA","+",0,0,0,0.103986654214149
"zinc_finger_CCCH-type_containing_11A_","hsa_circ_0016113","chr1:203802918-203809502","ZC3H11A","_ESTROGEN_RESPONSE_LATE","none","0.363437704936164","NM_014827","nA","+",0,0,0,0.0693244361427662
"phosphatidylinositol-4-phosphate_3-kinase_catalytic_subunit_type_2_beta_","hsa_circ_0000174","chr1:204437997-204439014","PIK3C2B","_ESTROGEN_RESPONSE_LATE","none","0.999174285658442","NM_002646","nA","+",0,0,0,0.0693244361427662
"nuclear_casein_kinase_and_cyclin_dependent_kinase_substrate_1_","hsa_circ_0005169","chr1:205693053-205698749","NUCKS1","_ESTROGEN_RESPONSE_LATE","none","0.20065923242116","NM_022731","nA","-",0,0,0.893454422940531,0.693244361427662
"nuclear_casein_kinase_and_cyclin_dependent_kinase_substrate_1_","hsa_circ_0003021","chr1:205696827-205698749","NUCKS1","_ANDROGEN_RESPONSE","none","0.161031934499763","NM_022731","nA","-",0,0,0,0.103986654214149
"SLIT-ROBO_Rho_GTPase_activating_protein_2_","unknown","chr1:206589248-206603572","SRGAP2","_ANDROGEN_RESPONSE","none","nA","NM_001170637","nA","-",0,0,0,0.0693244361427662
"plexin_A2_","unknown","chr1:208315673-208391347","PLXNA2","_COMPLEMENT","none","nA","NM_025179","nA","-",0,0,0,0.138648872285532
"heterochromatin_protein_1_binding_protein_3_","hsa_circ_0006927","chr1:21074036-21076375","HP1BP3","_UV_RESPONSE_DN","none","0.189495453468676","NM_016287","nA","+",0,0,0,0.0693244361427662
"heterochromatin_protein_1_binding_protein_3_","hsa_circ_0000023","chr1:21076215-21100103","HP1BP3","_MITOTIC_SPINDLE","none","0.979675559006487","NM_016287","nA","+",0,0,0.24366938807469,0.207973308428299
"heterochromatin_protein_1_binding_protein_3_","hsa_circ_0000024","chr1:21083658-21100103","HP1BP3","_UV_RESPONSE_DN","none","0.843326373280317","NM_016287","nA","+",0.152442324208847,0.105188252786305,1.54323945780637,0.658582143356279
"heterochromatin_protein_1_binding_protein_3_","hsa_circ_0002238","chr1:21091869-21100103","HP1BP3","_MITOTIC_SPINDLE","none","0.616554680138967","NM_016287","nA","+",0,0,0.24366938807469,0.138648872285532
"heterochromatin_protein_1_binding_protein_3_","hsa_circ_0005782","chr1:21097422-21100103","HP1BP3","_MITOTIC_SPINDLE","none","0.128252410577491","NM_016287","nA","-",0,0,0.48733877614938,0.346622180713831
"TNF_receptor_associated_factor_5_","hsa_circ_0007234","chr1:211526580-211527809","TRAF5","_ESTROGEN_RESPONSE_LATE","none","0.647196380906189","NM_004619","nA","+",0.0762211621044236,0,0.974677552298761,0.381284398785214
"lysophosphatidylglycerol_acyltransferase_1_","hsa_circ_0002274","chr1:211952259-211966532","LPGAT1","_ESTROGEN_RESPONSE_LATE","none","0.911263482597276","NM_014873","nA","+",0,0,0.32489251743292,0.173311090356915
"denticleless_E3_ubiquitin_protein_ligase_homolog_","hsa_circ_0000179","chr1:212218001-212220759","DTL","_ANDROGEN_RESPONSE","none","0.227171242153782","NM_016448","nA","-",0.114331743156635,0.105188252786305,1.05590068165699,1.24783985056979
"protein_phosphatase_2_regulatory_subunit_B'alpha_","unknown","chr1:212529967-212530626","PPP2R5A","_ESTROGEN_RESPONSE_LATE","none","nA","NM_001199756","nA","-",0,0,0.16244625871646,0
"feline_leukemia_virus_subgroup_C_cellular_receptor_1_","unknown","chr1:213037066-213046160","FLVCR1","_ESTROGEN_RESPONSE_LATE","none","nA","NM_014053","nA","+",0,0,0.40611564679115,0.138648872285532
"feline_leukemia_virus_subgroup_C_cellular_receptor_1_","hsa_circ_0000182","chr1:213037066-213058738","FLVCR1","_ESTROGEN_RESPONSE_LATE","none","0.261006677301719","NM_014053","nA","-",0.0762211621044236,0,0.64978503486584,0.519933271070746
"eukaryotic_translation_initiation_factor_4_gamma_3_","hsa_circ_0010484","chr1:21306826-21307720","EIF4G3","_ALLOGRAFT_REJECTION","none","0.169382009295543","NM_003760","nA","+",0,0,0.16244625871646,0.0693244361427662
"ribosomal_protein_S6_kinase_C1_","unknown","chr1:213244347-213290752","RPS6KC1","_ESTROGEN_RESPONSE_LATE","none","nA","NM_001136138","nA","-",0.0762211621044236,0,0.16244625871646,0
"ribosomal_protein_S6_kinase_C1_","hsa_circ_0004849","chr1:213251037-213290752","RPS6KC1","_ESTROGEN_RESPONSE_LATE","none","0.0290239881460398","NM_001136138","nA","-",0,0,0.24366938807469,0.173311090356915
"ribosomal_protein_S6_kinase_C1_","hsa_circ_0005522","chr1:213290658-213303232","RPS6KC1","_ESTROGEN_RESPONSE_LATE","none","0.578327846769024","NM_001136138","nA","-",0,0,0.16244625871646,0.0693244361427662
"eukaryotic_translation_initiation_factor_4_gamma_3_","hsa_circ_0007991","chr1:21329205-21415706","EIF4G3","_ALLOGRAFT_REJECTION","none","0.0253526488402036","NM_003760","nA","+",0,0,0,0.138648872285532
"eukaryotic_translation_initiation_factor_4_gamma_3_","hsa_circ_0005075","chr1:21377358-21415706","EIF4G3","_ALLOGRAFT_REJECTION","none","0.0326623060299831","NM_003760","nA","+",0,0,0.56856190550761,0.381284398785214
"eukaryotic_translation_initiation_factor_4_gamma_3_","hsa_circ_0000026","chr1:21377358-21437876","EIF4G3","_ALLOGRAFT_REJECTION","none","0.0714436741002978","NM_003760","nA","+",0.190552905261059,0.157782379179458,0.64978503486584,0.173311090356915
